StateName,StateFIPS,PUMA,Counties Within PUMA,PumaState,uninsured_total,uninsured_percent,FoodStamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
Arizona,4,119,Maricopa County (part),400119,18210,13.5,20.4,20.0,13.5,17.5%,40.5%,8.5%,55.8%,37.2%,7.0%,54.2%,45.8%,23.2%,43.7%,34.3%,31.7%,11.9%,12.6%,0.0%,8.6%,0.9%,6.4%,67.2%,0.9%,3.4%,2.9%,17.9%,12.6%,5.8%,11.7%,1.9%,0.9%,12.9%,72.3%,14.8%,11.6%,89.2,1.3,5.5,0.0,0.6,2.3,0.0,1.0,1.0,Other Specified North American Indian languages
Arizona,4,120,Maricopa County (part),400120,25086,11.3,10.9,24.2,16.0,24.3%,26.5%,9.0%,37.2%,48.3%,14.5%,57.0%,43.0%,19.5%,41.3%,39.2%,43.6%,8.1%,3.9%,0.0%,1.8%,3.3%,2.6%,83.9%,0.3%,4.8%,3.4%,12.3%,18.2%,12.2%,19.8%,2.2%,1.2%,14.2%,66.3%,19.5%,10.6%,87.0,10.4,0.5,0.5,0.5,0.2,0.0,0.8,0.6,Panjabi
Arizona,4,121,Maricopa County (part),400121,19835,8.8,16.2,39.1,8.3,12.0%,35.0%,5.5%,29.0%,58.1%,12.9%,59.8%,40.2%,32.0%,55.7%,41.0%,47.3%,2.0%,4.1%,0.0%,2.7%,3.0%,6.4%,92.8%,0.0%,5.3%,2.0%,15.3%,21.0%,8.9%,6.5%,3.9%,2.1%,10.5%,70.8%,18.7%,8.4%,91.6,5.5,0.3,0.9,1.0,0.2,0.0,0.5,0.5,Japanese
Arizona,4,122,Maricopa County (part),400122,15201,14.6,15.9,19.3,13.4,16.2%,40.4%,10.7%,46.0%,50.4%,3.6%,55.0%,45.0%,28.7%,39.5%,24.9%,60.2%,10.4%,1.6%,0.2%,0.5%,2.3%,6.1%,77.0%,0.6%,8.5%,0.6%,13.5%,15.6%,13.0%,14.9%,6.3%,0.4%,15.8%,65.9%,18.3%,2.2%,92.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arizona,4,201,Pima County (part),400201,24822,23.2,32.0,26.4,20.9,17.5%,26.1%,9.1%,62.8%,32.2%,5.1%,57.2%,42.8%,20.1%,41.3%,74.1%,17.9%,3.1%,0.0%,0.0%,3.0%,1.9%,6.7%,78.8%,1.1%,10.7%,2.2%,13.7%,11.0%,7.5%,11.8%,7.5%,3.0%,23.1%,67.9%,9.0%,13.8%,81.0,18.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,**
Arizona,4,202,Pima County (part),400202,11777,13.2,28.6,10.5,18.1,19.5%,32.9%,19.0%,51.9%,36.8%,11.3%,60.9%,39.1%,19.9%,20.8%,31.9%,48.3%,10.1%,1.3%,3.9%,2.0%,2.5%,13.6%,68.3%,0.0%,9.0%,1.9%,12.6%,16.2%,11.0%,23.6%,6.1%,0.0%,22.6%,62.6%,14.8%,3.7%,93.8,5.5,0.0,0.0,0.4,0.0,0.0,0.3,0.0,**
Arizona,4,203,Pima County (part),400203,7583,9.7,6.1,12.8,15.8,21.4%,27.4%,22.7%,40.3%,51.8%,7.9%,58.9%,41.1%,21.2%,29.9%,23.5%,64.4%,4.4%,2.8%,0.0%,2.8%,2.1%,4.2%,72.8%,0.0%,6.6%,4.4%,11.9%,20.8%,11.5%,16.5%,6.4%,2.9%,3.1%,57.2%,39.7%,3.7%,95.9,0.8,0.0,1.2,0.0,0.0,1.3,0.7,0.7,Persian
Arizona,4,204,Pima County (part),400204,23160,19.2,24.1,9.2,22.8,20.7%,39.3%,8.0%,52.0%,38.3%,9.7%,58.1%,41.9%,12.1%,17.8%,46.2%,41.9%,8.1%,1.2%,0.5%,1.0%,1.1%,6.6%,65.9%,0.4%,9.5%,1.2%,15.2%,26.1%,10.0%,14.3%,6.9%,3.9%,12.9%,70.4%,16.7%,7.9%,88.4,10.1,0.6,0.0,0.0,0.0,0.0,0.9,0.9,Arabic
Arizona,4,205,Pima County (part),400205,6916,6.8,24.2,18.8,16.5,13.9%,40.1%,10.7%,44.1%,46.7%,9.2%,52.8%,47.2%,24.5%,40.1%,11.8%,67.2%,10.4%,6.9%,1.0%,0.0%,2.7%,13.3%,82.9%,0.0%,13.4%,2.3%,12.7%,15.6%,11.9%,16.0%,3.3%,1.5%,7.7%,68.3%,24.0%,2.6%,96.9,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,**
Arizona,4,206,Pima County (part),400206,20685,16.0,5.1,13.7,17.1,25.5%,29.8%,13.9%,50.0%,44.2%,5.8%,59.4%,40.6%,29.0%,27.1%,34.2%,50.1%,7.3%,2.6%,0.8%,2.4%,2.6%,8.9%,61.8%,0.1%,8.9%,8.2%,18.9%,7.4%,11.0%,8.8%,7.5%,4.7%,13.4%,76.3%,10.3%,2.7%,96.4,3.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,**
Arizona,4,207,Pima County (part),400207,25420,14.5,28.8,24.3,14.4,18.3%,29.5%,13.5%,49.8%,43.6%,6.5%,57.0%,43.0%,28.9%,44.0%,55.0%,30.6%,0.5%,2.3%,0.0%,9.3%,2.2%,9.9%,71.9%,0.5%,7.3%,3.7%,14.0%,10.4%,10.3%,8.2%,5.2%,5.9%,19.2%,67.3%,13.5%,10.9%,88.1,10.3,0.0,0.0,0.6,0.0,0.0,1.0,1.0,Other Specified North American Indian languages
Arizona,4,300,"Navajo County, Apache County",400300,35762,23.0,25.7,24.1,16.8,15.1%,32.4%,11.6%,57.6%,31.9%,10.5%,55.1%,44.9%,20.8%,43.2%,11.0%,27.9%,0.1%,1.1%,0.6%,58.2%,1.1%,7.0%,69.6%,2.9%,10.4%,3.3%,10.9%,6.4%,11.2%,5.1%,2.2%,6.6%,11.6%,79.8%,8.6%,5.6%,92.2,0.6,0.0,0.0,0.0,0.0,0.0,7.2,6.8,Navaho
Arizona,4,400,Coconino County,400400,26418,22.3,23.6,21.8,20.0,16.6%,30.8%,10.8%,46.7%,42.9%,10.4%,55.4%,44.6%,26.3%,34.8%,14.3%,47.9%,1.1%,0.9%,0.0%,33.5%,2.2%,5.3%,81.2%,1.5%,8.9%,1.4%,14.1%,13.0%,9.8%,17.4%,4.4%,3.7%,18.5%,65.3%,16.2%,6.4%,91.3,2.9,0.4,0.0,0.0,0.0,0.0,5.3,5.3,Navaho
Arizona,4,500,Yavapai County,400500,28880,18.6,21.7,21.4,10.1,12.3%,36.7%,19.5%,43.9%,40.0%,16.1%,46.0%,54.0%,28.0%,32.6%,16.8%,74.3%,0.4%,2.4%,0.0%,2.7%,3.5%,4.2%,77.1%,1.9%,8.5%,3.2%,11.2%,10.5%,14.3%,17.8%,7.2%,1.9%,14.2%,69.1%,16.7%,3.9%,97.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arizona,4,600,"Mohave County, La Paz County",400600,36705,22.6,23.1,22.1,11.2,18.2%,32.4%,16.1%,48.0%,46.9%,5.1%,61.7%,38.3%,31.5%,37.9%,24.5%,65.5%,1.4%,1.2%,0.1%,3.2%,4.2%,11.6%,74.2%,0.9%,7.2%,5.8%,9.7%,13.7%,8.7%,15.1%,4.4%,2.2%,17.1%,79.4%,3.5%,6.7%,91.4,7.3,0.7,0.0,0.5,0.0,0.2,0.0,0.0,**
Arizona,4,700,Yuma County,400700,34898,22.4,19.9,30.4,19.4,11.2%,30.2%,8.9%,59.2%,35.8%,5.0%,65.6%,34.4%,28.4%,48.6%,75.2%,17.3%,4.4%,0.0%,0.0%,2.6%,0.5%,4.2%,67.4%,7.5%,5.1%,3.5%,9.8%,8.9%,6.4%,9.9%,3.8%,2.2%,29.1%,68.3%,2.6%,16.1%,78.7,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arizona,4,800,"Pinal County, Gila County",400800,85014,24.0,25.0,17.4,16.2,19.6%,31.9%,14.8%,59.4%,31.7%,8.8%,62.0%,38.0%,30.3%,32.9%,30.9%,45.9%,6.3%,1.0%,1.0%,13.3%,1.6%,7.1%,55.8%,1.0%,5.0%,4.2%,12.7%,11.5%,5.1%,7.0%,6.9%,6.9%,21.0%,72.0%,7.0%,4.6%,95.1,4.0,0.1,0.0,0.0,0.0,0.0,0.9,0.5,Navaho
Arizona,4,900,"Cochise County, Santa Cruz County, Graham County, Greenlee County",400900,34125,18.7,27.8,23.3,16.0,15.7%,34.2%,10.9%,63.2%,31.8%,5.0%,58.3%,41.7%,24.8%,40.9%,44.4%,41.9%,2.7%,0.0%,0.0%,8.3%,2.8%,6.6%,73.7%,2.3%,8.4%,1.2%,20.3%,11.0%,5.1%,7.5%,3.1%,5.7%,19.7%,74.3%,6.1%,7.2%,89.0,10.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,**
Arkansas,5,100,Benton County,500100,27035,14.4,22.5,13.1,24.8,22.3%,30.7%,9.2%,46.3%,46.3%,7.4%,59.0%,41.0%,41.2%,57.7%,24.3%,68.7%,1.0%,0.6%,1.1%,0.5%,3.9%,7.4%,81.4%,5.7%,10.2%,5.0%,13.9%,8.2%,4.8%,9.3%,2.2%,3.3%,27.4%,65.3%,7.4%,11.2%,84.2,13.6,0.0,0.0,0.0,0.0,0.0,2.2,1.1,Other Pacific Island languages
Arkansas,5,200,Washington County,500200,34860,19.7,25.3,8.6,23.3,26.3%,35.2%,6.5%,55.2%,39.2%,5.6%,54.4%,45.6%,47.5%,42.9%,13.5%,71.4%,3.3%,5.9%,1.1%,1.6%,3.1%,10.4%,82.0%,0.8%,9.2%,6.5%,15.7%,13.9%,13.3%,13.1%,7.9%,1.9%,23.9%,64.3%,11.8%,8.8%,87.7,7.4,0.5,0.0,0.2,0.0,0.0,4.2,1.7,Other Indo-European languages
Arkansas,5,300,"Baxter County, Boone County, Carroll County, Marion County, Madison County, Newton County, Searcy County",500300,24199,20.3,30.0,7.7,12.8,24.0%,40.4%,15.2%,52.0%,44.4%,3.5%,51.6%,48.4%,41.0%,38.6%,2.2%,93.0%,0.2%,0.0%,0.0%,0.0%,4.5%,9.3%,75.3%,4.7%,7.1%,15.6%,16.3%,10.0%,14.6%,8.7%,4.2%,5.2%,12.6%,78.3%,9.1%,3.7%,97.8,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,Bulgarian
Arkansas,5,400,"Independence County, Cleburne County, Sharp County, Van Buren County, Izard County, Fulton County, Stone County",500400,25074,23.6,30.6,9.2,17.2,24.7%,36.3%,12.7%,58.7%,39.4%,2.0%,50.3%,49.7%,38.1%,35.4%,3.0%,90.5%,2.6%,0.2%,1.7%,0.1%,2.0%,10.7%,73.6%,1.5%,11.6%,9.0%,13.5%,9.9%,11.4%,10.2%,4.5%,6.2%,14.4%,78.1%,7.6%,1.6%,98.0,1.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,**
Arkansas,5,500,"Craighead County, Greene County, Randolph County, Lawrence County, Clay County",500500,33434,20.4,38.4,8.4,21.4,32.5%,30.5%,7.2%,60.7%,36.2%,3.2%,52.9%,47.1%,46.9%,50.3%,6.2%,88.0%,4.3%,0.7%,0.0%,0.2%,0.7%,9.0%,74.5%,11.1%,6.5%,10.8%,13.8%,11.9%,8.6%,10.2%,5.1%,3.5%,16.3%,75.5%,8.3%,1.7%,98.2,0.9,0.0,0.0,0.5,0.0,0.0,0.4,0.0,**
Arkansas,5,600,"Mississippi County, Crittenden County",500600,16745,19.7,36.9,10.2,14.9,19.5%,46.0%,9.3%,61.9%,34.6%,3.5%,45.4%,54.6%,33.1%,43.4%,2.9%,51.8%,45.3%,0.0%,0.0%,0.0%,0.0%,13.1%,70.7%,3.8%,4.0%,9.5%,18.2%,7.5%,14.9%,13.7%,4.4%,1.4%,19.9%,75.9%,4.2%,0.0%,98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,700,"St. Francis County, Phillips County, Poinsett County, Cross County, Lee County",500700,22005,25.6,31.9,3.3,15.9,22.3%,45.2%,13.3%,57.9%,39.7%,2.4%,62.2%,37.8%,33.5%,30.0%,4.8%,60.4%,32.9%,0.0%,0.0%,0.5%,1.4%,12.1%,71.6%,9.4%,7.1%,4.9%,16.3%,11.4%,12.9%,8.3%,4.4%,8.1%,19.8%,77.2%,3.0%,0.6%,99.1,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,**
Arkansas,5,800,"White County, Jackson County, Monroe County, Prairie County, Woodruff County",500800,23736,23.1,26.8,4.9,20.1,18.9%,40.5%,15.7%,55.6%,35.8%,8.6%,45.5%,54.5%,45.2%,35.3%,2.5%,80.5%,14.8%,0.0%,0.0%,0.6%,1.6%,19.4%,64.7%,7.2%,11.8%,4.1%,19.7%,6.4%,13.1%,8.8%,3.5%,2.0%,23.3%,66.5%,10.3%,0.6%,99.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,900,Pulaski County (part),500900,29337,17.4,32.5,10.9,27.1,31.1%,22.4%,8.5%,61.7%,35.2%,3.1%,55.8%,44.2%,12.0%,31.3%,8.4%,27.1%,56.9%,5.4%,0.0%,0.1%,2.1%,9.7%,79.0%,0.0%,6.4%,6.5%,19.6%,10.2%,15.3%,11.8%,6.4%,5.3%,11.5%,79.0%,9.5%,3.6%,96.2,0.7,0.0,2.7,0.4,0.0,0.0,0.0,0.0,**
Arkansas,5,1000,Pulaski County (part),501000,27786,16.7,24.1,8.4,22.1,34.2%,29.0%,6.4%,46.1%,49.8%,4.0%,55.3%,44.7%,26.0%,35.7%,12.6%,57.5%,28.6%,0.1%,0.0%,0.1%,1.0%,7.6%,74.5%,0.3%,8.4%,2.5%,21.8%,10.2%,9.3%,20.9%,6.5%,3.0%,22.4%,69.7%,8.0%,10.3%,89.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,1100,"Faulkner County, Saline County, Lonoke County",501100,39601,15.3,24.9,10.0,18.4,24.3%,37.0%,10.3%,54.1%,38.1%,7.8%,53.4%,46.6%,36.3%,36.0%,3.3%,79.9%,11.4%,1.1%,0.0%,1.3%,3.0%,19.2%,80.3%,1.0%,10.4%,10.1%,21.6%,10.0%,9.2%,12.6%,2.9%,1.6%,27.3%,68.2%,4.5%,1.7%,97.3,2.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,1200,"Pope County, Johnson County, Yell County, Conway County, Perry County",501200,22087,19.1,27.0,9.6,24.1,22.8%,31.8%,11.7%,60.1%,32.7%,7.2%,50.1%,49.9%,43.0%,33.4%,7.1%,87.5%,2.4%,0.8%,0.6%,0.5%,1.1%,8.8%,75.3%,1.8%,10.2%,10.3%,12.9%,8.3%,11.2%,14.8%,6.7%,1.8%,19.9%,73.0%,7.1%,2.4%,97.2,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,Other Pacific Island languages
Arkansas,5,1300,"Sebastian County, Crawford County",501300,29886,18.7,29.9,7.4,21.4,27.6%,32.9%,10.8%,65.6%,32.3%,2.1%,52.2%,47.8%,32.4%,32.5%,13.2%,69.8%,5.5%,6.3%,0.0%,0.7%,4.6%,14.1%,70.7%,0.8%,11.7%,9.1%,16.2%,6.5%,9.5%,17.5%,2.5%,1.4%,16.0%,78.6%,5.3%,10.6%,87.3,9.1,1.4,0.0,1.0,0.0,0.0,1.2,0.7,Thai
Arkansas,5,1400,"Logan County, Polk County, Franklin County, Sevier County, Howard County, Scott County",501400,20084,24.2,28.3,13.8,19.7,17.0%,37.9%,11.6%,58.7%,28.3%,13.0%,53.0%,47.0%,38.6%,46.5%,11.1%,77.6%,10.1%,0.7%,0.0%,0.2%,0.2%,7.9%,75.4%,3.4%,11.1%,11.8%,16.3%,6.4%,9.2%,10.3%,4.3%,2.2%,20.1%,77.9%,2.0%,4.6%,93.4,6.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,**
Arkansas,5,1500,"Garland County, Hot Spring County, Clark County, Montgomery County",501500,31568,24.2,23.8,6.9,18.1,17.9%,44.7%,12.4%,53.1%,43.4%,3.5%,54.8%,45.2%,32.5%,29.9%,8.0%,75.9%,13.7%,0.5%,0.0%,0.3%,1.5%,11.4%,73.8%,7.1%,12.0%,8.4%,17.2%,5.9%,5.2%,14.5%,8.9%,1.1%,22.4%,72.1%,5.5%,1.4%,93.6,6.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
Arkansas,5,1600,"Jefferson County, Arkansas County, Grant County",501600,14917,15.8,21.7,8.2,18.8,26.9%,34.7%,11.4%,60.9%,35.8%,3.3%,63.1%,36.9%,24.5%,27.5%,3.5%,51.2%,44.5%,0.5%,0.0%,0.0%,0.4%,8.5%,61.6%,4.0%,7.5%,12.3%,16.8%,11.7%,7.1%,9.6%,3.1%,2.6%,14.3%,78.9%,6.7%,2.0%,98.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,1700,"Ashley County, Drew County, Desha County, Lincoln County, Chicot County, Bradley County, Cleveland County",501700,20535,24.9,36.7,4.5,19.6,27.1%,38.5%,10.2%,63.5%,31.8%,4.7%,61.2%,38.8%,43.8%,36.2%,7.3%,55.7%,37.0%,0.0%,0.0%,0.0%,0.0%,16.7%,62.1%,9.9%,7.1%,9.3%,15.9%,5.1%,8.7%,5.0%,6.3%,2.9%,20.0%,75.6%,4.4%,2.8%,95.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,1800,"Union County, Ouachita County, Columbia County, Dallas County, Calhoun County",501800,15359,17.4,30.3,8.8,22.3,19.5%,34.8%,14.7%,70.1%,28.3%,1.6%,46.1%,53.9%,21.8%,40.6%,6.0%,51.9%,40.3%,0.0%,0.0%,0.0%,1.9%,13.2%,76.7%,6.2%,14.0%,13.3%,16.9%,6.7%,10.6%,13.1%,2.7%,2.8%,27.6%,69.0%,3.4%,2.0%,97.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Arkansas,5,1900,"Miller County, Hempstead County, Little River County, Pike County, Nevada County, Lafayette County",501900,19785,22.5,31.0,9.6,16.6,20.0%,41.6%,12.1%,55.8%,38.1%,6.1%,55.4%,44.6%,38.2%,41.6%,6.1%,68.6%,19.9%,2.6%,0.0%,0.0%,2.8%,14.3%,71.4%,4.6%,11.1%,8.2%,17.2%,5.5%,9.5%,8.7%,7.4%,7.0%,19.9%,78.9%,1.2%,2.2%,97.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
California,6,100,"Siskiyou County, Lassen County, Del Norte County, Modoc County",600100,14936,15.2,24.1,9.3,15.6,12.4%,40.5%,22.2%,61.7%,34.5%,3.8%,54.2%,45.8%,28.1%,25.2%,18.1%,69.9%,1.6%,3.8%,1.5%,3.9%,1.2%,18.9%,59.9%,4.7%,4.1%,6.2%,13.1%,14.1%,9.4%,14.0%,2.2%,2.2%,16.1%,68.8%,15.1%,4.7%,93.7,4.2,0.0,0.6,0.0,0.0,0.0,1.5,1.2,Thai
California,6,200,Humboldt County,600200,23461,20.4,5.1,9.5,26.2,19.2%,32.8%,12.4%,53.6%,38.7%,7.8%,51.0%,49.0%,20.7%,27.6%,13.1%,74.0%,1.3%,0.2%,0.2%,3.7%,7.5%,11.7%,62.7%,8.1%,12.7%,2.3%,16.0%,11.8%,10.5%,10.9%,3.0%,6.0%,12.4%,72.6%,15.0%,1.7%,96.0,2.9,0.0,0.0,0.0,0.0,0.1,1.1,1.1,Polish
California,6,300,Shasta County,600300,25844,17.8,13.0,11.6,20.4,24.2%,30.9%,12.8%,57.8%,32.4%,9.8%,58.0%,42.0%,34.3%,28.9%,10.6%,78.4%,2.0%,5.0%,0.0%,1.4%,2.6%,11.3%,71.7%,1.2%,9.0%,6.5%,19.8%,13.0%,9.3%,8.7%,8.1%,2.3%,10.4%,79.9%,9.7%,1.5%,95.4,2.6,0.6,0.3,0.0,0.6,0.0,0.5,0.5,Other Pacific Island languages
California,6,400,"Mendocino County, Lake County",600400,28858,23.4,26.6,13.5,17.3,16.1%,33.2%,19.9%,48.9%,40.0%,11.1%,55.6%,44.4%,24.7%,28.5%,21.6%,67.7%,0.6%,1.3%,0.0%,6.7%,2.1%,13.7%,69.3%,3.5%,12.0%,4.3%,14.3%,15.8%,7.6%,9.3%,7.8%,5.1%,15.0%,73.9%,11.1%,5.0%,93.4,6.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,**
California,6,500,"Tehama County, Glenn County, Colusa County, Trinity County",600500,21633,21.1,5.3,20.6,18.1,23.5%,24.6%,13.2%,49.1%,41.7%,9.2%,59.4%,40.6%,34.9%,47.2%,34.7%,60.6%,0.9%,0.3%,0.0%,0.8%,2.7%,12.5%,74.7%,11.8%,5.9%,5.6%,13.6%,8.5%,6.0%,7.4%,7.5%,2.0%,20.0%,67.2%,12.8%,9.3%,86.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
California,6,600,Butte County,600600,42005,22.9,16.2,21.0,20.7,17.0%,32.1%,9.2%,57.4%,31.9%,10.7%,55.5%,44.5%,24.8%,38.6%,25.4%,60.2%,1.5%,5.8%,0.0%,1.9%,5.2%,9.0%,76.2%,3.1%,9.5%,3.0%,9.4%,14.7%,13.9%,9.4%,5.4%,3.3%,12.1%,62.5%,25.4%,4.5%,94.9,3.2,0.0,0.0,0.0,0.0,0.0,1.9,1.6,Hmong
California,6,700,"Nevada County, Plumas County, Sierra County",600700,19144,20.1,8.0,15.3,10.3,19.1%,39.4%,15.9%,45.5%,47.2%,7.3%,54.5%,45.5%,37.9%,34.4%,7.2%,84.1%,1.4%,0.5%,0.0%,0.1%,6.7%,4.7%,68.3%,2.1%,14.9%,2.8%,12.5%,15.5%,10.6%,7.7%,4.2%,3.4%,7.7%,81.2%,11.1%,0.1%,99.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
California,6,800,"Sutter County, Yuba County",600800,28823,20.2,16.7,16.6,23.3,19.4%,31.2%,9.4%,50.6%,45.3%,4.1%,51.4%,48.6%,34.5%,40.0%,31.1%,46.3%,0.7%,17.0%,0.3%,0.2%,4.3%,8.9%,78.1%,10.1%,6.8%,4.5%,14.2%,12.8%,11.3%,5.9%,4.0%,4.1%,21.8%,69.3%,9.0%,7.4%,84.9,5.4,0.0,0.0,0.0,0.0,0.0,9.6,6.5,Panjabi
California,6,900,Yolo County,600900,21465,12.3,13.2,18.9,20.3,25.0%,24.1%,11.7%,52.5%,41.9%,5.6%,65.1%,34.9%,32.2%,43.6%,48.3%,32.6%,0.0%,12.1%,0.4%,1.7%,4.8%,9.3%,72.2%,6.0%,10.8%,5.7%,14.6%,13.7%,9.4%,5.7%,5.1%,0.5%,20.3%,68.9%,10.8%,14.9%,75.4,17.4,0.7,0.0,0.4,0.0,1.3,4.7,2.4,Persian
California,6,1000,Napa County,601000,17862,16.4,20.2,22.2,17.7,14.8%,37.4%,7.8%,54.4%,36.5%,9.1%,58.1%,41.9%,22.2%,40.7%,47.5%,41.4%,4.0%,6.7%,0.0%,0.0%,0.5%,9.4%,80.5%,3.1%,7.4%,6.6%,11.6%,14.7%,9.2%,11.7%,1.3%,4.4%,32.4%,58.4%,9.2%,25.2%,64.7,32.0,0.0,0.0,1.5,0.3,0.0,1.5,0.6,Amharic
California,6,1101,Sonoma County (part),601101,21396,15.0,14.6,12.5,11.5,18.8%,40.6%,16.6%,46.5%,33.2%,20.3%,47.9%,52.1%,32.4%,34.4%,43.4%,46.0%,2.0%,4.4%,0.0%,2.6%,1.6%,9.3%,75.5%,4.1%,9.7%,6.8%,13.1%,15.0%,9.7%,11.3%,5.9%,1.8%,22.4%,62.1%,15.5%,11.0%,82.0,13.3,0.0,0.0,0.0,0.0,0.0,4.7,3.1,Gujarathi
California,6,1102,Sonoma County (part),601102,13306,13.0,15.6,6.5,26.5,34.4%,20.5%,12.0%,40.6%,43.7%,15.8%,55.7%,44.3%,28.2%,20.9%,31.5%,57.3%,0.0%,4.6%,0.0%,1.2%,5.4%,2.7%,83.5%,0.1%,9.1%,5.1%,19.9%,23.0%,14.2%,18.9%,2.3%,0.9%,17.0%,68.3%,14.7%,5.6%,90.6,8.4,0.0,0.0,0.7,0.0,0.0,0.4,0.0,**
California,6,1103,Sonoma County (part),601103,24008,15.4,13.1,20.7,17.9,15.5%,35.3%,10.6%,43.9%,49.0%,7.2%,58.8%,41.2%,23.4%,44.4%,47.2%,41.6%,3.0%,5.0%,0.7%,0.0%,2.4%,7.7%,81.7%,3.3%,7.6%,7.1%,10.4%,13.7%,9.9%,10.4%,7.9%,3.8%,27.5%,60.6%,11.9%,21.4%,77.0,20.8,0.3,0.3,0.0,0.0,0.0,1.7,0.5,Other Pacific Island languages
California,6,1201,Marin County (part),601201,8692,10.7,3.1,5.9,5.7,14.9%,57.7%,15.8%,43.2%,50.6%,6.3%,54.9%,45.1%,24.3%,18.5%,9.3%,84.9%,1.3%,0.0%,0.0%,0.8%,3.8%,7.8%,70.0%,0.0%,9.0%,1.3%,26.1%,21.4%,9.6%,7.6%,3.6%,0.0%,8.1%,60.4%,31.5%,3.2%,92.6,5.1,0.0,0.0,0.0,0.0,2.3,0.0,0.0,**
California,6,1202,Marin County (part),601202,12918,10.6,12.2,8.6,12.7,17.8%,43.5%,17.4%,57.1%,32.3%,10.5%,59.7%,40.3%,24.9%,24.4%,33.9%,50.4%,4.1%,6.4%,0.7%,1.8%,2.7%,9.4%,68.6%,3.0%,6.3%,3.0%,7.0%,16.2%,12.1%,10.5%,11.1%,9.7%,20.1%,54.8%,25.1%,13.6%,79.8,15.0,0.0,0.0,1.2,0.0,0.0,4.0,2.0,Portuguese
California,6,1301,Solano County (part),601301,16209,13.2,8.9,17.3,18.2,18.2%,33.6%,12.7%,61.0%,28.8%,10.2%,57.7%,42.3%,17.3%,33.9%,23.8%,27.5%,21.2%,22.3%,0.2%,2.3%,2.6%,6.0%,62.7%,0.2%,8.4%,6.5%,13.0%,11.4%,10.8%,6.5%,3.9%,8.8%,13.2%,74.9%,11.8%,15.2%,77.1,8.9,0.0,0.0,2.0,8.3,0.0,3.7,2.2,Panjabi
California,6,1302,Solano County (part),601302,13046,10.7,12.2,5.3,25.2,28.7%,32.2%,8.6%,43.5%,52.1%,4.5%,56.0%,44.0%,38.7%,28.6%,34.9%,18.4%,14.4%,26.1%,0.9%,0.0%,5.2%,3.8%,72.7%,1.6%,7.0%,3.7%,26.7%,12.8%,10.4%,10.3%,2.5%,7.0%,24.4%,59.8%,15.8%,24.0%,70.4,14.2,0.0,0.0,1.6,13.6,0.0,0.1,0.0,**
California,6,1303,Solano County (part),601303,11476,10.3,9.5,11.4,20.8,23.0%,38.3%,6.5%,53.7%,36.7%,9.6%,70.1%,29.9%,19.3%,25.3%,25.0%,62.8%,8.7%,0.9%,1.7%,0.0%,0.8%,5.4%,71.5%,0.3%,6.8%,9.1%,14.9%,15.2%,7.9%,19.5%,3.2%,5.1%,17.1%,70.0%,12.9%,10.1%,92.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
